date,time,feature,Label
2025-01-28,05:02:37,-7,-3
2025-01-28,05:02:39,-3,7
2025-01-28,05:02:41,7,7
2025-01-28,05:02:43,7,6
2025-01-28,05:02:45,6,-9
2025-01-28,05:02:47,-9,-5
2025-01-28,05:02:49,-5,-6
2025-01-28,05:02:51,-6,-3
2025-01-28,05:02:53,-3,-6
2025-01-28,05:02:55,-6,-4
2025-01-28,05:02:57,-4,-5
2025-01-28,05:02:59,-5,-5
2025-01-28,05:03:01,-5,2
2025-01-28,05:03:03,2,3
2025-01-28,05:03:05,3,-9
2025-01-28,05:03:07,-9,-9
2025-01-28,05:03:10,-9,6
2025-01-28,05:03:12,6,1
2025-01-28,05:03:14,1,-4
2025-01-28,05:03:16,-4,-2
2025-01-28,05:03:18,-2,-4
2025-01-28,05:03:20,-4,-6
2025-01-28,05:03:22,-6,6
2025-01-28,05:03:24,6,6
2025-01-28,05:03:26,6,-4
2025-01-28,05:03:28,-4,-9
2025-01-28,05:03:30,-9,7
2025-01-28,05:03:32,7,-7
2025-01-28,05:03:34,-7,-7
2025-01-28,05:03:36,-7,-9
2025-01-28,05:03:38,-9,1
2025-01-28,05:03:40,1,-8
2025-01-28,05:03:42,-8,-7
2025-01-28,05:03:44,-7,-5
2025-01-28,05:03:46,-5,-1
2025-01-28,05:03:48,-1,0
2025-01-28,05:03:50,0,-4
2025-01-28,05:03:52,-4,2
2025-01-28,05:03:54,2,7
2025-01-28,05:03:56,7,-4
2025-01-28,05:03:58,-4,-4
2025-01-28,05:04:00,-4,-8
2025-01-28,05:04:02,-8,-4
2025-01-28,05:04:04,-4,0
2025-01-28,05:04:06,0,8
2025-01-28,05:04:08,8,9
2025-01-28,05:04:10,9,3
2025-01-28,05:04:13,3,8
2025-01-28,05:04:15,8,-7
2025-01-28,05:04:17,-7,4
2025-01-28,05:04:27,4,-8
2025-01-28,05:04:29,-8,-9
2025-01-28,05:04:31,-9,-10
2025-01-28,05:04:33,-10,2
2025-01-28,05:04:35,2,-8
2025-01-28,05:04:37,-8,9
2025-01-28,05:04:39,9,-4
2025-01-28,05:04:41,-4,9
2025-01-28,05:04:43,9,7
2025-01-28,05:04:45,7,5
2025-01-28,05:04:47,5,7
2025-01-28,05:04:49,7,7
2025-01-28,05:04:51,7,-6
2025-01-28,05:04:53,-6,-4
2025-01-28,05:04:55,-4,-2
2025-01-28,05:04:57,-2,-9
2025-01-28,05:04:59,-9,9
2025-01-28,05:05:01,9,4
2025-01-28,05:05:03,4,8
2025-01-28,05:05:05,8,-6
2025-01-28,05:05:07,-6,-1
2025-01-28,05:05:09,-1,9
2025-01-28,05:05:11,9,-2
2025-01-28,05:05:14,-2,8
2025-01-28,05:05:16,8,8
2025-01-28,05:05:18,8,4
2025-01-28,05:05:20,4,0
2025-01-28,05:05:22,0,2
2025-01-28,05:05:24,2,2
2025-01-28,05:05:26,2,-6
2025-01-28,05:05:28,-6,10
2025-01-28,05:05:30,10,7
2025-01-28,05:05:32,7,-3
2025-01-28,05:05:34,-3,-5
2025-01-28,05:05:36,-5,0
2025-01-28,05:05:38,0,2
2025-01-28,05:05:40,2,2
2025-01-28,05:05:42,2,-1
2025-01-28,05:05:44,-1,6
2025-01-28,05:05:46,6,-10
2025-01-28,05:05:48,-10,6
2025-01-28,05:05:50,6,8
2025-01-28,05:05:52,8,10
2025-01-28,05:05:54,10,8
2025-01-28,05:05:56,8,3
2025-01-28,05:05:58,3,-5
2025-01-28,05:06:00,-5,-5
2025-01-28,05:06:02,-5,7
2025-01-28,05:06:04,7,-9
2025-01-28,05:06:06,-9,-6
2025-01-28,05:06:16,-6,4
2025-01-28,05:06:18,4,8
2025-01-28,05:06:20,8,-10
2025-01-28,05:06:22,-10,-3
2025-01-28,05:06:24,-3,4
2025-01-28,05:06:26,4,-7
2025-01-28,05:06:28,-7,-7
2025-01-28,05:06:31,-7,2
2025-01-28,05:06:33,2,-5
2025-01-28,05:06:35,-5,-8
2025-01-28,05:06:37,-8,-7
2025-01-28,05:06:39,-7,2
2025-01-28,05:06:41,2,-1
2025-01-28,05:06:43,-1,-7
2025-01-28,05:06:45,-7,-7
2025-01-28,05:06:47,-7,-1
2025-01-28,05:06:49,-1,5
2025-01-28,05:06:51,5,-1
2025-01-28,05:06:53,-1,-1
2025-01-28,05:06:55,-1,3
2025-01-28,05:06:57,3,8
2025-01-28,05:06:59,8,10
2025-01-28,05:07:01,10,-6
2025-01-28,05:07:03,-6,9
2025-01-28,05:07:05,9,-2
2025-01-28,05:07:07,-2,-8
2025-01-28,05:07:09,-8,2
2025-01-28,05:07:11,2,5
2025-01-28,05:07:13,5,5
2025-01-28,05:07:15,5,0
2025-01-28,05:07:17,0,-6
2025-01-28,05:07:19,-6,4
2025-01-28,05:07:21,4,-3
2025-01-28,05:07:23,-3,-9
2025-01-28,05:07:25,-9,-8
2025-01-28,05:07:27,-8,-9
2025-01-28,05:07:29,-9,6
2025-01-28,05:07:31,6,-7
2025-01-28,05:07:33,-7,9
2025-01-28,05:07:35,9,3
2025-01-28,05:07:37,3,-7
2025-01-28,05:07:40,-7,-6
2025-01-28,05:07:42,-6,-8
2025-01-28,05:07:44,-8,3
2025-01-28,05:07:46,3,-6
2025-01-28,05:07:48,-6,-10
2025-01-28,05:07:50,-10,2
2025-01-28,05:07:52,2,-7
2025-01-28,05:07:54,-7,6
2025-01-28,05:07:56,6,-5
2025-01-28,05:08:06,-5,-4
2025-01-28,05:08:08,-4,-3
2025-01-28,05:08:10,-3,1
2025-01-28,05:08:12,1,7
2025-01-28,05:08:14,7,-5
2025-01-28,05:08:16,-5,0
2025-01-28,05:08:18,0,7
2025-01-28,05:08:20,7,-2
2025-01-28,05:08:22,-2,-7
2025-01-28,05:08:24,-7,7
2025-01-28,05:08:26,7,-5
2025-01-28,05:08:28,-5,-6
2025-01-28,05:08:30,-6,-2
2025-01-28,05:08:32,-2,1
2025-01-28,05:08:34,1,3
2025-01-28,05:08:36,3,8
2025-01-28,05:08:38,8,-3
2025-01-28,05:08:40,-3,-8
2025-01-28,05:08:42,-8,3
2025-01-28,05:08:44,3,-5
2025-01-28,05:08:46,-5,0
2025-01-28,05:08:48,0,-1
2025-01-28,05:08:50,-1,3
2025-01-28,05:08:52,3,0
2025-01-28,05:08:54,0,-4
2025-01-28,05:08:56,-4,6
2025-01-28,05:08:59,6,-4
2025-01-28,05:09:01,-4,-7
2025-01-28,05:09:03,-7,-5
2025-01-28,05:09:05,-5,4
2025-01-28,05:09:07,4,-7
2025-01-28,05:09:09,-7,-5
2025-01-28,05:09:11,-5,-8
2025-01-28,05:09:13,-8,-4
2025-01-28,05:09:15,-4,5
2025-01-28,05:09:17,5,-6
2025-01-28,05:09:19,-6,10
2025-01-28,05:09:21,10,-3
2025-01-28,05:09:23,-3,9
2025-01-28,05:09:25,9,4
2025-01-28,05:09:27,4,-2
2025-01-28,05:09:29,-2,0
2025-01-28,05:09:31,0,-5
2025-01-28,05:09:33,-5,-5
2025-01-28,05:09:35,-5,-6
2025-01-28,05:09:37,-6,-5
2025-01-28,05:09:39,-5,9
2025-01-28,05:09:41,9,-3
2025-01-28,05:09:43,-3,1
2025-01-28,05:09:45,1,3
2025-01-28,05:09:56,3,-7
2025-01-28,05:09:58,-7,2
2025-01-28,05:10:00,2,5
2025-01-28,05:10:02,5,4
2025-01-28,05:10:04,4,3
2025-01-28,05:10:06,3,6
2025-01-28,05:10:08,6,7
2025-01-28,05:10:10,7,-2
2025-01-28,05:10:12,-2,-5
2025-01-28,05:10:14,-5,-7
2025-01-28,05:10:16,-7,-5
2025-01-28,05:10:18,-5,9
2025-01-28,05:10:20,9,-5
2025-01-28,05:10:22,-5,-5
2025-01-28,05:10:24,-5,-1
2025-01-28,05:10:26,-1,5
2025-01-28,05:10:28,5,0
2025-01-28,05:10:30,0,-4
2025-01-28,05:10:32,-4,8
2025-01-28,05:10:34,8,-1
2025-01-28,05:10:36,-1,-8
2025-01-28,05:10:38,-8,-9
2025-01-28,05:10:40,-9,9
2025-01-28,05:10:42,9,4
2025-01-28,05:10:44,4,5
2025-01-28,05:10:46,5,0
2025-01-28,05:10:48,0,-9
2025-01-28,05:10:50,-9,9
2025-01-28,05:10:53,9,-6
2025-01-28,05:10:55,-6,-6
2025-01-28,05:10:57,-6,-4
2025-01-28,05:10:59,-4,7
2025-01-28,05:11:01,7,7
2025-01-28,05:11:03,7,-2
2025-01-28,05:11:05,-2,6
2025-01-28,05:11:07,6,-1
2025-01-28,05:11:09,-1,-3
2025-01-28,05:11:11,-3,-8
2025-01-28,05:11:13,-8,10
2025-01-28,05:11:15,10,-7
2025-01-28,05:11:17,-7,6
2025-01-28,05:11:19,6,5
2025-01-28,05:11:21,5,1
2025-01-28,05:11:23,1,-1
2025-01-28,05:11:25,-1,4
2025-01-28,05:11:27,4,4
2025-01-28,05:11:29,4,1
2025-01-28,05:11:31,1,9
2025-01-28,05:11:33,9,7
2025-01-28,05:11:35,7,-2
2025-01-28,05:11:46,-2,-3
2025-01-28,05:11:48,-3,4
2025-01-28,05:11:50,4,-3
2025-01-28,05:11:52,-3,6
2025-01-28,05:11:54,6,5
2025-01-28,05:11:56,5,1
2025-01-28,05:11:58,1,8
2025-01-28,05:12:00,8,7
2025-01-28,05:12:02,7,2
2025-01-28,05:12:04,2,2
2025-01-28,05:12:06,2,0
2025-01-28,05:12:08,0,-6
2025-01-28,05:12:10,-6,-2
2025-01-28,05:12:12,-2,-5
2025-01-28,05:12:14,-5,-1
2025-01-28,05:12:16,-1,3
2025-01-28,05:12:18,3,-3
2025-01-28,05:12:20,-3,-3
2025-01-28,05:12:22,-3,0
2025-01-28,05:12:24,0,-4
2025-01-28,05:12:26,-4,4
2025-01-28,05:12:28,4,0
2025-01-28,05:12:30,0,-6
2025-01-28,05:12:32,-6,7
2025-01-28,05:12:34,7,7
2025-01-28,05:12:36,7,1
2025-01-28,05:12:38,1,1
2025-01-28,05:12:41,1,7
2025-01-28,05:12:43,7,10
2025-01-28,05:12:45,10,8
2025-01-28,05:12:47,8,-3
2025-01-28,05:12:49,-3,6
2025-01-28,05:12:51,6,8
2025-01-28,05:12:53,8,-2
2025-01-28,05:12:55,-2,7
2025-01-28,05:12:57,7,-5
2025-01-28,05:12:59,-5,-4
2025-01-28,05:13:01,-4,-8
2025-01-28,05:13:03,-8,-4
2025-01-28,05:13:05,-4,0
2025-01-28,05:13:07,0,0
2025-01-28,05:13:09,0,0
2025-01-28,05:13:11,0,4
2025-01-28,05:13:13,4,0
2025-01-28,05:13:15,0,-9
2025-01-28,05:13:17,-9,3
2025-01-28,05:13:19,3,5
2025-01-28,05:13:21,5,4
2025-01-28,05:13:23,4,0
2025-01-28,05:13:25,0,4
2025-01-28,05:13:35,4,4
2025-01-28,05:13:37,4,-7
2025-01-28,05:13:39,-7,4
2025-01-28,05:13:41,4,6
2025-01-28,05:13:43,6,8
2025-01-28,05:13:45,8,9
2025-01-28,05:13:47,9,-10
2025-01-28,05:13:49,-10,9
2025-01-28,05:13:52,9,2
2025-01-28,05:13:54,2,-4
2025-01-28,05:13:56,-4,7
2025-01-28,05:13:58,7,7
2025-01-28,05:14:00,7,-6
2025-01-28,05:14:02,-6,6
2025-01-28,05:14:04,6,-2
2025-01-28,05:14:06,-2,-6
2025-01-28,05:14:08,-6,-9
2025-01-28,05:14:10,-9,-2
2025-01-28,05:14:12,-2,4
2025-01-28,05:14:14,4,-3
2025-01-28,05:14:16,-3,-8
2025-01-28,05:14:18,-8,2
2025-01-28,05:14:20,2,5
2025-01-28,05:14:22,5,5
2025-01-28,05:14:24,5,-2
2025-01-28,05:14:26,-2,4
2025-01-28,05:14:28,4,-7
2025-01-28,05:14:30,-7,1
2025-01-28,05:14:32,1,-3
2025-01-28,05:14:34,-3,5
2025-01-28,05:14:36,5,-3
2025-01-28,05:14:38,-3,-2
2025-01-28,05:14:40,-2,-1
2025-01-28,05:14:42,-1,-5
2025-01-28,05:14:44,-5,9
2025-01-28,05:14:46,9,-5
2025-01-28,05:14:48,-5,6
2025-01-28,05:14:50,6,-2
2025-01-28,05:14:52,-2,5
2025-01-28,05:14:54,5,-5
2025-01-28,05:14:57,-5,-1
2025-01-28,05:14:59,-1,-2
2025-01-28,05:15:01,-2,9
2025-01-28,05:15:03,9,-9
2025-01-28,05:15:05,-9,2
2025-01-28,05:15:07,2,5
2025-01-28,05:15:09,5,1
2025-01-28,05:15:11,1,0
2025-01-28,05:15:13,0,-2
2025-01-28,05:15:15,-2,7
2025-01-28,05:15:26,7,2
2025-01-28,05:15:28,2,-9
2025-01-28,05:15:30,-9,-9
2025-01-28,05:15:32,-9,-3
2025-01-28,05:15:34,-3,-8
2025-01-28,05:15:36,-8,-8
2025-01-28,05:15:38,-8,4
2025-01-28,05:15:40,4,5
2025-01-28,05:15:42,5,-6
2025-01-28,05:15:44,-6,4
2025-01-28,05:15:46,4,5
2025-01-28,05:15:48,5,-4
2025-01-28,05:15:50,-4,5
2025-01-28,05:15:52,5,-6
2025-01-28,05:15:54,-6,6
2025-01-28,05:15:56,6,-9
2025-01-28,05:15:58,-9,5
2025-01-28,05:16:00,5,7
2025-01-28,05:16:02,7,-6
2025-01-28,05:16:04,-6,1
2025-01-28,05:16:06,1,2
2025-01-28,05:16:08,2,4
2025-01-28,05:16:10,4,-7
2025-01-28,05:16:12,-7,3
2025-01-28,05:16:14,3,3
2025-01-28,05:16:16,3,3
2025-01-28,05:16:18,3,-9
2025-01-28,05:16:20,-9,-2
2025-01-28,05:16:22,-2,9
2025-01-28,05:16:24,9,5
2025-01-28,05:16:26,5,3
2025-01-28,05:16:29,3,-6
2025-01-28,05:16:31,-6,4
2025-01-28,05:16:33,4,-4
2025-01-28,05:16:35,-4,-4
2025-01-28,05:16:37,-4,-6
2025-01-28,05:16:39,-6,-4
2025-01-28,05:16:41,-4,-4
2025-01-28,05:16:43,-4,9
2025-01-28,05:16:45,9,7
2025-01-28,05:16:47,7,-6
2025-01-28,05:16:49,-6,10
2025-01-28,05:16:51,10,6
2025-01-28,05:16:53,6,4
2025-01-28,05:16:55,4,5
2025-01-28,05:16:57,5,-2
2025-01-28,05:16:59,-2,-2
2025-01-28,05:17:01,-2,8
2025-01-28,05:17:03,8,3
2025-01-28,05:17:05,3,1
2025-01-28,05:17:15,1,-1
2025-01-28,05:17:17,-1,-6
2025-01-28,05:17:19,-6,-7
2025-01-28,05:17:21,-7,-2
2025-01-28,05:17:23,-2,0
2025-01-28,05:17:25,0,0
2025-01-28,05:17:27,0,6
2025-01-28,05:17:29,6,9
2025-01-28,05:17:31,9,2
2025-01-28,05:17:34,2,-3
2025-01-28,05:17:36,-3,-4
2025-01-28,05:17:38,-4,-6
2025-01-28,05:17:40,-6,-3
2025-01-28,05:17:42,-3,6
2025-01-28,05:17:44,6,8
2025-01-28,05:17:46,8,-6
2025-01-28,05:17:48,-6,6
2025-01-28,05:17:50,6,6
2025-01-28,05:17:52,6,2
2025-01-28,05:17:54,2,-6
2025-01-28,05:17:56,-6,-4
2025-01-28,05:17:58,-4,9
2025-01-28,05:18:00,9,-8
2025-01-28,05:18:02,-8,3
2025-01-28,05:18:04,3,1
2025-01-28,05:18:06,1,0
2025-01-28,05:18:08,0,-8
2025-01-28,05:18:10,-8,3
2025-01-28,05:18:12,3,-4
2025-01-28,05:18:14,-4,-4
2025-01-28,05:18:16,-4,-8
2025-01-28,05:18:18,-8,-10
2025-01-28,05:18:20,-10,1
2025-01-28,05:18:22,1,-5
2025-01-28,05:18:24,-5,0
2025-01-28,05:18:26,0,9
2025-01-28,05:18:28,9,8
2025-01-28,05:18:30,8,-4
2025-01-28,05:18:32,-4,6
2025-01-28,05:18:34,6,-3
2025-01-28,05:18:37,-3,5
2025-01-28,05:18:39,5,-7
2025-01-28,05:18:41,-7,6
2025-01-28,05:18:43,6,8
2025-01-28,05:18:45,8,7
2025-01-28,05:18:47,7,-5
2025-01-28,05:18:49,-5,-3
2025-01-28,05:18:51,-3,-5
2025-01-28,05:18:53,-5,-6
2025-01-28,05:18:55,-6,0
2025-01-28,05:19:05,0,-5
2025-01-28,05:19:07,-5,5
2025-01-28,05:19:09,5,-1
2025-01-28,05:19:11,-1,0
2025-01-28,05:19:13,0,2
2025-01-28,05:19:15,2,6
2025-01-28,05:19:17,6,-4
2025-01-28,05:19:19,-4,2
2025-01-28,05:19:21,2,2
2025-01-28,05:19:23,2,7
2025-01-28,05:19:25,7,-7
2025-01-28,05:19:27,-7,-5
2025-01-28,05:19:29,-5,-7
2025-01-28,05:19:31,-7,-3
2025-01-28,05:19:33,-3,4
2025-01-28,05:19:35,4,-2
2025-01-28,05:19:37,-2,9
2025-01-28,05:19:39,9,-1
2025-01-28,05:19:41,-1,-4
2025-01-28,05:19:43,-4,-8
2025-01-28,05:19:45,-8,9
2025-01-28,05:19:47,9,-6
2025-01-28,05:19:49,-6,9
2025-01-28,05:19:51,9,-2
2025-01-28,05:19:53,-2,-2
2025-01-28,05:19:55,-2,-4
2025-01-28,05:19:58,-4,-9
2025-01-28,05:20:00,-9,5
2025-01-28,05:20:02,5,-5
2025-01-28,05:20:04,-5,8
2025-01-28,05:20:06,8,-2
2025-01-28,05:20:08,-2,6
2025-01-28,05:20:10,6,-4
2025-01-28,05:20:12,-4,0
2025-01-28,05:20:14,0,-9
2025-01-28,05:20:16,-9,6
2025-01-28,05:20:18,6,0
2025-01-28,05:20:20,0,7
2025-01-28,05:20:22,7,-5
2025-01-28,05:20:24,-5,-5
2025-01-28,05:20:26,-5,4
2025-01-28,05:20:28,4,0
2025-01-28,05:20:30,0,7
2025-01-28,05:20:32,7,-10
2025-01-28,05:20:34,-10,-5
2025-01-28,05:20:36,-5,7
2025-01-28,05:20:38,7,6
2025-01-28,05:20:40,6,-8
2025-01-28,05:20:42,-8,10
2025-01-28,05:20:44,10,2
2025-01-28,05:20:54,2,0
2025-01-28,05:20:56,0,-2
2025-01-28,05:20:58,-2,-2
2025-01-28,05:21:00,-2,-10
2025-01-28,05:21:02,-10,-1
2025-01-28,05:21:04,-1,2
2025-01-28,05:21:06,2,-9
2025-01-28,05:21:08,-9,-2
2025-01-28,05:21:10,-2,-3
2025-01-28,05:21:12,-3,-1
2025-01-28,05:21:14,-1,-1
2025-01-28,05:21:16,-1,-8
2025-01-28,05:21:19,-8,6
2025-01-28,05:21:21,6,5
2025-01-28,05:21:23,5,0
2025-01-28,05:21:25,0,1
2025-01-28,05:21:27,1,5
2025-01-28,05:21:29,5,5
2025-01-28,05:21:31,5,-7
2025-01-28,05:21:33,-7,3
2025-01-28,05:21:35,3,-8
2025-01-28,05:21:37,-8,-7
2025-01-28,05:21:39,-7,-5
2025-01-28,05:21:41,-5,-8
2025-01-28,05:21:43,-8,4
2025-01-28,05:21:45,4,-5
2025-01-28,05:21:47,-5,-9
2025-01-28,05:21:49,-9,-2
2025-01-28,05:21:51,-2,7
2025-01-28,05:21:53,7,9
2025-01-28,05:21:55,9,8
2025-01-28,05:21:57,8,10
2025-01-28,05:21:59,10,10
2025-01-28,05:22:01,10,5
2025-01-28,05:22:03,5,-5
2025-01-28,05:22:05,-5,0
2025-01-28,05:22:07,0,0
2025-01-28,05:22:09,0,2
2025-01-28,05:22:11,2,-7
2025-01-28,05:22:13,-7,-2
2025-01-28,05:22:15,-2,-3
2025-01-28,05:22:17,-3,7
2025-01-28,05:22:19,7,9
2025-01-28,05:22:22,9,1
2025-01-28,05:22:24,1,1
2025-01-28,05:22:26,1,1
2025-01-28,05:22:28,1,4
2025-01-28,05:22:30,4,-8
2025-01-28,05:22:32,-8,3
2025-01-28,05:22:34,3,0
2025-01-28,05:22:44,0,0
2025-01-28,05:22:46,0,0
2025-01-28,05:22:48,0,4
2025-01-28,05:22:50,4,-4
2025-01-28,05:22:52,-4,1
2025-01-28,05:22:54,1,9
2025-01-28,05:22:56,9,5
2025-01-28,05:22:58,5,1
2025-01-28,05:23:00,1,-6
2025-01-28,05:23:02,-6,-6
2025-01-28,05:23:04,-6,-8
2025-01-28,05:23:06,-8,-5
2025-01-28,05:23:08,-5,1
2025-01-28,05:23:10,1,0
2025-01-28,05:23:12,0,0
2025-01-28,05:23:14,0,-4
2025-01-28,05:23:16,-4,9
2025-01-28,05:23:18,9,9
2025-01-28,05:23:20,9,-5
2025-01-28,05:23:22,-5,0
2025-01-28,05:23:24,0,2
2025-01-28,05:23:26,2,1
2025-01-28,05:23:28,1,6
2025-01-28,05:23:30,6,-2
2025-01-28,05:23:32,-2,-8
2025-01-28,05:23:35,-8,2
2025-01-28,05:23:37,2,3
2025-01-28,05:23:39,3,-3
2025-01-28,05:23:41,-3,3
2025-01-28,05:23:43,3,3
2025-01-28,05:23:45,3,-1
2025-01-28,05:23:47,-1,0
2025-01-28,05:23:49,0,0
2025-01-28,05:23:51,0,-6
2025-01-28,05:23:53,-6,-3
2025-01-28,05:23:55,-3,-3
2025-01-28,05:23:57,-3,-2
2025-01-28,05:23:59,-2,3
2025-01-28,05:24:01,3,-8
2025-01-28,05:24:03,-8,4
2025-01-28,05:24:05,4,4
2025-01-28,05:24:07,4,-7
2025-01-28,05:24:09,-7,-3
2025-01-28,05:24:11,-3,-7
2025-01-28,05:24:13,-7,-9
2025-01-28,05:24:15,-9,3
2025-01-28,05:24:17,3,-3
2025-01-28,05:24:19,-3,7
2025-01-28,05:24:21,7,6
2025-01-28,05:24:23,6,5
2025-01-28,05:24:33,5,1
2025-01-28,05:24:35,1,2
2025-01-28,05:24:37,2,7
2025-01-28,05:24:39,7,-1
2025-01-28,05:24:41,-1,9
2025-01-28,05:24:43,9,5
2025-01-28,05:24:45,5,3
2025-01-28,05:24:47,3,-1
2025-01-28,05:24:49,-1,-2
2025-01-28,05:24:51,-2,4
2025-01-28,05:24:54,4,-1
2025-01-28,05:24:56,-1,-2
2025-01-28,05:24:58,-2,-2
2025-01-28,05:25:00,-2,2
2025-01-28,05:25:02,2,0
2025-01-28,05:25:04,0,2
2025-01-28,05:25:06,2,6
2025-01-28,05:25:08,6,-9
2025-01-28,05:25:10,-9,6
2025-01-28,05:25:12,6,-9
2025-01-28,05:25:14,-9,5
2025-01-28,05:25:16,5,0
2025-01-28,05:25:18,0,-7
2025-01-28,05:25:20,-7,-10
2025-01-28,05:25:22,-10,-3
2025-01-28,05:25:24,-3,-1
2025-01-28,05:25:26,-1,-2
2025-01-28,05:25:28,-2,-8
2025-01-28,05:25:30,-8,-9
2025-01-28,05:25:32,-9,-8
2025-01-28,05:25:34,-8,5
2025-01-28,05:25:36,5,2
2025-01-28,05:25:38,2,-6
2025-01-28,05:25:40,-6,-6
2025-01-28,05:25:42,-6,10
2025-01-28,05:25:44,10,-6
2025-01-28,05:25:46,-6,6
2025-01-28,05:25:48,6,1
2025-01-28,05:25:50,1,-3
2025-01-28,05:25:52,-3,6
2025-01-28,05:25:54,6,4
2025-01-28,05:25:57,4,7
2025-01-28,05:25:59,7,-1
2025-01-28,05:26:01,-1,-3
2025-01-28,05:26:03,-3,-2
2025-01-28,05:26:05,-2,2
2025-01-28,05:26:07,2,3
2025-01-28,05:26:09,3,8
2025-01-28,05:26:11,8,-5
2025-01-28,05:26:13,-5,-2
2025-01-28,05:26:23,-2,-8
2025-01-28,05:26:25,-8,-8
2025-01-28,05:26:27,-8,5
2025-01-28,05:26:29,5,-6
2025-01-28,05:26:31,-6,-3
2025-01-28,05:26:33,-3,1
2025-01-28,05:26:35,1,-9
2025-01-28,05:26:37,-9,3
2025-01-28,05:26:39,3,2
2025-01-28,05:26:41,2,-9
2025-01-28,05:26:44,-9,-7
2025-01-28,05:26:46,-7,7
2025-01-28,05:26:48,7,-2
2025-01-28,05:26:50,-2,-2
2025-01-28,05:26:52,-2,0
2025-01-28,05:26:54,0,-8
2025-01-28,05:26:56,-8,5
2025-01-28,05:26:58,5,7
2025-01-28,05:27:00,7,-2
2025-01-28,05:27:02,-2,6
2025-01-28,05:27:04,6,2
2025-01-28,05:27:06,2,-9
2025-01-28,05:27:08,-9,-8
2025-01-28,05:27:10,-8,-8
2025-01-28,05:27:12,-8,-7
2025-01-28,05:27:14,-7,8
2025-01-28,05:27:16,8,2
2025-01-28,05:27:18,2,8
2025-01-28,05:27:20,8,8
2025-01-28,05:27:22,8,-1
2025-01-28,05:27:24,-1,-1
2025-01-28,05:27:26,-1,-3
2025-01-28,05:27:28,-3,5
2025-01-28,05:27:30,5,8
2025-01-28,05:27:32,8,9
2025-01-28,05:27:34,9,-2
2025-01-28,05:27:36,-2,0
2025-01-28,05:27:38,0,-3
2025-01-28,05:27:40,-3,6
2025-01-28,05:27:42,6,-6
2025-01-28,05:27:44,-6,5
2025-01-28,05:27:46,5,3
2025-01-28,05:27:48,3,3
2025-01-28,05:27:51,3,-1
2025-01-28,05:27:53,-1,-9
2025-01-28,05:27:55,-9,-8
2025-01-28,05:27:57,-8,8
2025-01-28,05:27:59,8,8
2025-01-28,05:28:01,8,2
2025-01-28,05:28:03,2,8
2025-01-28,05:28:13,8,10
2025-01-28,05:28:15,10,-7
2025-01-28,05:28:17,-7,-1
2025-01-28,05:28:19,-1,-5
2025-01-28,05:28:21,-5,-7
2025-01-28,05:28:23,-7,-5
2025-01-28,05:28:25,-5,-6
2025-01-28,05:28:27,-6,-4
2025-01-28,05:28:29,-4,-1
2025-01-28,05:28:31,-1,-7
2025-01-28,05:28:33,-7,-5
2025-01-28,05:28:35,-5,9
2025-01-28,05:28:37,9,6
2025-01-28,05:28:39,6,3
2025-01-28,05:28:41,3,-8
2025-01-28,05:28:43,-8,-9
2025-01-28,05:28:45,-9,10
2025-01-28,05:28:47,10,-9
2025-01-28,05:28:49,-9,-3
2025-01-28,05:28:51,-3,4
2025-01-28,05:28:54,4,1
2025-01-28,05:28:56,1,-6
2025-01-28,05:28:58,-6,-6
2025-01-28,05:29:00,-6,-2
2025-01-28,05:29:02,-2,-5
2025-01-28,05:29:04,-5,-7
2025-01-28,05:29:06,-7,-3
2025-01-28,05:29:08,-3,0
2025-01-28,05:29:10,0,-8
2025-01-28,05:29:12,-8,5
2025-01-28,05:29:14,5,-1
2025-01-28,05:29:16,-1,2
2025-01-28,05:29:18,2,6
2025-01-28,05:29:20,6,-9
2025-01-28,05:29:22,-9,9
2025-01-28,05:29:24,9,-7
2025-01-28,05:29:26,-7,-6
2025-01-28,05:29:28,-6,6
2025-01-28,05:29:30,6,10
2025-01-28,05:29:32,10,-7
2025-01-28,05:29:34,-7,4
2025-01-28,05:29:36,4,-3
2025-01-28,05:29:38,-3,-2
2025-01-28,05:29:40,-2,1
2025-01-28,05:29:42,1,-3
2025-01-28,05:29:44,-3,4
2025-01-28,05:29:46,4,-2
2025-01-28,05:29:48,-2,1
2025-01-28,05:29:50,1,1
2025-01-28,05:29:52,1,2
2025-01-28,05:30:03,2,7
2025-01-28,05:30:05,7,-1
2025-01-28,05:30:07,-1,5
2025-01-28,05:30:09,5,3
2025-01-28,05:30:11,3,3
2025-01-28,05:30:13,3,4
2025-01-28,05:30:15,4,4
2025-01-28,05:30:17,4,8
2025-01-28,05:30:19,8,8
2025-01-28,05:30:21,8,2
2025-01-28,05:30:23,2,5
2025-01-28,05:30:25,5,-9
2025-01-28,05:30:27,-9,-9
2025-01-28,05:30:29,-9,9
2025-01-28,05:30:31,9,-4
2025-01-28,05:30:33,-4,8
2025-01-28,05:30:35,8,-9
2025-01-28,05:30:37,-9,7
2025-01-28,05:30:39,7,8
2025-01-28,05:30:41,8,-8
2025-01-28,05:30:43,-8,-6
2025-01-28,05:30:45,-6,10
2025-01-28,05:30:47,10,0
2025-01-28,05:30:49,0,7
2025-01-28,05:30:51,7,-1
2025-01-28,05:30:53,-1,4
2025-01-28,05:30:55,4,7
2025-01-28,05:30:58,7,-1
